"GEO_ID","NAME","B27001I_001E","B27001I_001EA","B27001I_001M","B27001I_001MA","B27001I_002E","B27001I_002M","B27001I_002MA","B27001I_002EA","B27001I_003E","B27001I_003EA","B27001I_003M","B27001I_003MA","B27001I_004E","B27001I_004EA","B27001I_004M","B27001I_004MA","B27001I_005E","B27001I_005EA","B27001I_005M","B27001I_005MA","B27001I_006E","B27001I_006EA","B27001I_006M","B27001I_006MA","B27001I_007E","B27001I_007EA","B27001I_007M","B27001I_007MA","B27001I_008E","B27001I_008EA","B27001I_008M","B27001I_008MA","B27001I_009E","B27001I_009EA","B27001I_009M","B27001I_009MA","B27001I_010E","B27001I_010EA","B27001I_010M","B27001I_010MA","B27001I_011E","B27001I_011EA","B27001I_011M","B27001I_011MA","B27001I_012E","B27001I_012EA","B27001I_012M","B27001I_012MA","B27001I_013E","B27001I_013M","B27001I_013MA","B27001I_013EA","B27001I_014E","B27001I_014EA","B27001I_014M","B27001I_014MA","B27001I_015E","B27001I_015EA","B27001I_015M","B27001I_015MA","B27001I_016E","B27001I_016EA","B27001I_016M","B27001I_016MA","B27001I_017E","B27001I_017EA","B27001I_017M","B27001I_017MA","B27001I_018E","B27001I_018EA","B27001I_018M","B27001I_018MA","B27001I_019E","B27001I_019EA","B27001I_019M","B27001I_019MA","B27001I_020E","B27001I_020EA","B27001I_020M","B27001I_020MA","B27001I_021E","B27001I_021EA","B27001I_021M","B27001I_021MA","B27001I_022E","B27001I_022EA","B27001I_022M","B27001I_022MA","B27001I_023E","B27001I_023EA","B27001I_023M","B27001I_023MA","B27001I_024E","B27001I_024M","B27001I_024MA","B27001I_024EA","B27001I_025E","B27001I_025EA","B27001I_025M","B27001I_025MA","B27001I_026E","B27001I_026EA","B27001I_026M","B27001I_026MA","B27001I_027E","B27001I_027EA","B27001I_027M","B27001I_027MA","B27001I_028E","B27001I_028EA","B27001I_028M","B27001I_028MA",
"0500000US28081","Lee County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28089","Madison County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28121","Rankin County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29019","Boone County, Missouri","6367","null","36","null","672","322","null","null","502","null","376","null","170","null","283","null","1679","null","378","null","1518","null","485","null","161","null","183","null","1282","null","427","null","779","null","408","null","503","null","455","null","1330","null","371","null","502","null","311","null","828","311","null","null","499","null","337","null","466","null","337","null","33","null","45","null","600","null","259","null","344","null","225","null","256","null","265","null","238","null","157","null","238","null","157","null","0","null","195","null","26","null","44","null","26","44","null","null","0","null","195","null","41","null","67","null","41","null","67","null","0","null","195","null",
"0500000US29021","Buchanan County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29031","Cape Girardeau County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29037","Cass County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29043","Christian County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29047","Clay County, Missouri","17635","null","48","null","1898","428","null","null","1898","null","428","null","0","null","195","null","4474","null","815","null","3994","null","891","null","480","null","450","null","1442","null","615","null","1057","null","554","null","385","null","412","null","2455","null","1225","null","2085","null","1186","null","370","441","null","null","3278","null","1064","null","2723","null","1003","null","555","null","577","null","1772","null","899","null","1237","null","689","null","535","null","875","null","1473","null","433","null","1473","null","433","null","0","null","195","null","355","null","234","null","355","234","null","null","0","null","195","null","488","null","294","null","488","null","294","null","0","null","195","null",
"0500000US29051","Cole County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29071","Franklin County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29077","Greene County, Missouri","11418","null","91","null","819","838","null","null","642","null","764","null","177","null","299","null","3312","null","853","null","2207","null","1008","null","1105","null","827","null","2156","null","495","null","664","null","482","null","1492","null","683","null","1370","null","756","null","826","null","625","null","544","567","null","null","1036","null","602","null","1036","null","602","null","0","null","195","null","1520","null","664","null","953","null","487","null","567","null","665","null","687","null","310","null","591","null","302","null","96","null","167","null","518","null","310","null","518","310","null","null","0","null","195","null","0","null","195","null","0","null","195","null","0","null","195","null",
"0500000US29095","Jackson County, Missouri","64880","null","172","null","8071","724","null","null","6833","null","844","null","1238","null","546","null","17196","null","854","null","14005","null","1259","null","3191","null","1316","null","6891","null","761","null","4325","null","1034","null","2566","null","876","null","8791","null","606","null","5291","null","1190","null","3500","1213","null","null","8855","null","4","null","5434","null","883","null","3421","null","883","null","6516","null","5","null","4354","null","792","null","2162","null","791","null","4786","null","4","null","3254","null","743","null","1532","null","743","null","2369","null","316","null","2210","363","null","null","159","null","243","null","1405","null","319","null","1405","null","319","null","0","null","195","null",
"0500000US29097","Jasper County, Missouri","10219","null","55","null","1366","333","null","null","1262","null","440","null","104","null","192","null","2912","null","337","null","2432","null","692","null","480","null","606","null","1684","null","509","null","1025","null","558","null","659","null","348","null","1616","null","822","null","748","null","583","null","868","716","null","null","917","null","711","null","185","null","193","null","732","null","675","null","975","null","568","null","344","null","279","null","631","null","509","null","341","null","284","null","299","null","264","null","42","null","75","null","408","null","447","null","38","71","null","null","370","null","451","null","0","null","195","null","0","null","195","null","0","null","195","null",
"0500000US29099","Jefferson County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29165","Platte County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29183","St. Charles County, Missouri","13530","null","337","null","1644","368","null","null","1644","null","368","null","0","null","195","null","3303","null","423","null","3127","null","482","null","176","null","213","null","1600","null","533","null","1364","null","515","null","236","null","242","null","1929","null","615","null","1238","null","616","null","691","655","null","null","1484","null","633","null","1250","null","537","null","234","null","268","null","1902","null","480","null","1488","null","572","null","414","null","430","null","912","null","345","null","683","null","316","null","229","null","267","null","517","null","315","null","517","315","null","null","0","null","195","null","239","null","200","null","239","null","200","null","0","null","195","null",
"0500000US29187","St. Francois County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US29189","St. Louis County, Missouri","29813","null","120","null","3520","587","null","null","3422","null","604","null","98","null","157","null","7113","null","770","null","6875","null","835","null","238","null","322","null","3281","null","544","null","2875","null","637","null","406","null","366","null","4150","null","329","null","4005","null","323","null","145","161","null","null","4354","null","2","null","3252","null","588","null","1102","null","588","null","3231","null","3","null","2448","null","503","null","783","null","503","null","2236","null","5","null","1922","null","305","null","314","null","305","null","1161","null","480","null","1095","497","null","null","66","null","118","null","767","null","481","null","767","null","481","null","0","null","195","null",
"0500000US29510","St. Louis city, Missouri","12466","null","105","null","1249","109","null","null","994","null","246","null","255","null","273","null","2511","null","134","null","2281","null","303","null","230","null","307","null","1447","null","579","null","1238","null","586","null","209","null","260","null","2550","null","664","null","1965","null","608","null","585","435","null","null","1384","null","485","null","1100","null","439","null","284","null","376","null","1771","null","647","null","1264","null","409","null","507","null","448","null","1033","null","258","null","960","null","260","null","73","null","119","null","433","null","246","null","433","246","null","null","0","null","195","null","88","null","118","null","88","null","118","null","0","null","195","null",
"0500000US30013","Cascade County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US30029","Flathead County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US30031","Gallatin County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US30049","Lewis and Clark County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US30063","Missoula County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US30111","Yellowstone County, Montana","9279","null","132","null","810","455","null","null","810","null","455","null","0","null","177","null","3099","null","493","null","3015","null","514","null","84","null","144","null","677","null","358","null","584","null","412","null","93","null","124","null","1371","null","742","null","1255","null","758","null","116","162","null","null","1332","null","710","null","1140","null","747","null","192","null","233","null","915","null","281","null","760","null","222","null","155","null","239","null","246","null","178","null","246","null","178","null","0","null","177","null","588","null","190","null","588","190","null","null","0","null","177","null","241","null","178","null","241","null","178","null","0","null","177","null",
"0500000US31055","Douglas County, Nebraska","72993","null","425","null","10194","513","null","null","9481","null","1148","null","713","null","955","null","21003","null","881","null","17001","null","1339","null","4002","null","1068","null","7889","null","963","null","4517","null","960","null","3372","null","823","null","10007","null","569","null","5908","null","985","null","4099","861","null","null","9841","null","7","null","6051","null","994","null","3790","null","994","null","7352","null","69","null","4646","null","928","null","2706","null","933","null","4062","null","5","null","1925","null","919","null","2137","null","919","null","1704","null","475","null","1633","419","null","null","71","null","130","null","941","null","466","null","941","null","466","null","0","null","165","null",
"0500000US31109","Lancaster County, Nebraska","22570","null","521","null","3060","289","null","null","2935","null","319","null","125","null","174","null","6190","null","421","null","5931","null","446","null","259","null","225","null","3622","null","636","null","2491","null","737","null","1131","null","718","null","2490","null","337","null","1900","null","475","null","590","337","null","null","3071","null","843","null","2062","null","790","null","1009","null","774","null","1882","null","834","null","1283","null","657","null","599","null","394","null","1322","null","454","null","1224","null","414","null","98","null","158","null","440","null","346","null","440","346","null","null","0","null","165","null","493","null","337","null","493","null","337","null","0","null","165","null",
"0500000US31153","Sarpy County, Nebraska","18304","null","308","null","2378","264","null","null","2378","null","264","null","0","null","165","null","5057","null","378","null","4995","null","397","null","62","null","101","null","2185","null","368","null","1762","null","491","null","423","null","390","null","2821","null","613","null","2134","null","558","null","687","455","null","null","1827","null","597","null","1709","null","604","null","118","null","137","null","2126","null","741","null","1900","null","754","null","226","null","210","null","1096","null","258","null","947","null","306","null","149","null","148","null","771","null","253","null","771","253","null","null","0","null","165","null","43","null","75","null","43","null","75","null","0","null","165","null",
"0500000US32003","Clark County, Nevada","711996","null","1021","null","72297","1964","null","null","65766","null","2485","null","6531","null","1866","null","165544","null","2271","null","142605","null","4859","null","22939","null","4133","null","78212","null","2451","null","57574","null","3095","null","20638","null","3190","null","104537","null","2068","null","75033","null","3703","null","29504","3281","null","null","104000","null","352","null","71144","null","3406","null","32856","null","3483","null","87019","null","198","null","62472","null","3008","null","24547","null","3026","null","55653","null","201","null","43599","null","1918","null","12054","null","1882","null","28689","null","87","null","26437","974","null","null","2252","null","974","null","16045","null","134","null","14926","null","1362","null","1119","null","1353","null",
"0500000US32031","Washoe County, Nevada","117565","null","194","null","11718","832","null","null","10568","null","1085","null","1150","null","697","null","28418","null","980","null","24278","null","2237","null","4140","null","2055","null","14963","null","1008","null","12443","null","1390","null","2520","null","952","null","17532","null","929","null","13945","null","1390","null","3587","1092","null","null","15728","null","110","null","10258","null","1314","null","5470","null","1324","null","13480","null","64","null","9881","null","1315","null","3599","null","1311","null","8898","null","33","null","7840","null","875","null","1058","null","879","null","4536","null","3","null","4536","3","null","null","0","null","216","null","2292","null","10","null","2292","null","10","null","0","null","216","null",
"0500000US33005","Cheshire County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US33009","Grafton County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US33011","Hillsborough County, New Hampshire","30286","null","121","null","3239","379","null","null","3239","null","379","null","0","null","195","null","7092","null","459","null","5515","null","1315","null","1577","null","1283","null","3632","null","561","null","2681","null","831","null","951","null","613","null","4977","null","436","null","2747","null","633","null","2230","637","null","null","4373","null","643","null","3156","null","915","null","1217","null","1003","null","3377","null","643","null","2757","null","864","null","620","null","472","null","2089","null","670","null","2089","null","670","null","0","null","195","null","830","null","440","null","830","440","null","null","0","null","195","null","677","null","689","null","677","null","689","null","0","null","195","null",
"0500000US33013","Merrimack County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US33015","Rockingham County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US33017","Strafford County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US34001","Atlantic County, New Jersey","50990","null","128","null","5777","727","null","null","5734","null","728","null","43","null","71","null","11543","null","830","null","11243","null","859","null","300","null","346","null","5777","null","660","null","5050","null","750","null","727","null","469","null","6312","null","543","null","4984","null","927","null","1328","966","null","null","7074","null","5","null","4135","null","1036","null","2939","null","1036","null","6334","null","4","null","5016","null","513","null","1318","null","514","null","4678","null","5","null","4044","null","327","null","634","null","327","null","2932","null","475","null","2357","790","null","null","575","null","599","null","563","null","448","null","563","null","448","null","0","null","213","null",
"0500000US34003","Bergen County, New Jersey","195387","null","338","null","16775","974","null","null","16022","null","1049","null","753","null","601","null","37171","null","1265","null","35986","null","1478","null","1185","null","682","null","18796","null","1312","null","16036","null","1681","null","2760","null","1279","null","25818","null","1146","null","20373","null","1790","null","5445","1544","null","null","32460","null","49","null","25800","null","2424","null","6660","null","2424","null","27421","null","5","null","23898","null","1286","null","3523","null","1286","null","20272","null","130","null","17421","null","1110","null","2851","null","1103","null","10211","null","33","null","9898","325","null","null","313","null","325","null","6463","null","290","null","6295","null","363","null","168","null","220","null",
"0500000US34005","Burlington County, New Jersey","34977","null","798","null","3988","540","null","null","3988","null","540","null","0","null","213","null","7590","null","677","null","6728","null","744","null","862","null","516","null","3800","null","614","null","3423","null","537","null","377","null","272","null","4873","null","645","null","4081","null","779","null","792","607","null","null","5350","null","318","null","4527","null","658","null","823","null","602","null","4158","null","227","null","3679","null","459","null","479","null","442","null","2836","null","263","null","2775","null","286","null","61","null","109","null","1594","null","352","null","1560","357","null","null","34","null","58","null","788","null","350","null","788","null","350","null","0","null","213","null",
"0500000US34007","Camden County, New Jersey","88562","null","256","null","10494","877","null","null","9996","null","900","null","498","null","651","null","20590","null","1213","null","19348","null","1326","null","1242","null","922","null","9797","null","1177","null","6794","null","1225","null","3003","null","1173","null","12657","null","757","null","9196","null","1143","null","3461","1201","null","null","12806","null","116","null","7962","null","1500","null","4844","null","1503","null","9912","null","3","null","7961","null","1174","null","1951","null","1174","null","6684","null","118","null","5477","null","610","null","1207","null","643","null","3487","null","119","null","3487","119","null","null","0","null","213","null","2135","null","27","null","2079","null","126","null","56","null","114","null",
"0500000US34009","Cape May County, New Jersey","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US34011","Cumberland County, New Jersey","45112","null","633","null","6111","1034","null","null","5623","null","1145","null","488","null","574","null","10687","null","1120","null","10485","null","1127","null","202","null","347","null","5666","null","872","null","3461","null","1061","null","2205","null","1054","null","4955","null","741","null","2622","null","833","null","2333","776","null","null","6132","null","990","null","3622","null","966","null","2510","null","1092","null","4690","null","950","null","3200","null","989","null","1490","null","816","null","3584","null","82","null","3315","null","331","null","269","null","325","null","2492","null","509","null","2492","509","null","null","0","null","213","null","795","null","513","null","795","null","513","null","0","null","213","null",
"0500000US34013","Essex County, New Jersey","188054","null","679","null","19648","1036","null","null","19153","null","1138","null","495","null","438","null","38693","null","1158","null","35521","null","1664","null","3172","null","1295","null","17579","null","1085","null","13517","null","1740","null","4062","null","1271","null","26588","null","993","null","18342","null","2075","null","8246","2062","null","null","29770","null","198","null","19866","null","1953","null","9904","null","1972","null","24058","null","188","null","17623","null","1483","null","6435","null","1490","null","16677","null","193","null","13129","null","1174","null","3548","null","1160","null","9439","null","240","null","9102","431","null","null","337","null","392","null","5602","null","159","null","5337","null","276","null","265","null","235","null",
"0500000US34015","Gloucester County, New Jersey","19409","null","127","null","1954","299","null","null","1607","null","357","null","347","null","371","null","4744","null","337","null","4701","null","345","null","43","null","78","null","2521","null","562","null","2462","null","566","null","59","null","85","null","2618","null","727","null","2283","null","683","null","335","322","null","null","2642","null","863","null","2397","null","831","null","245","null","394","null","2499","null","785","null","1763","null","735","null","736","null","666","null","1436","null","285","null","1256","null","273","null","180","null","197","null","436","null","255","null","436","255","null","null","0","null","213","null","559","null","255","null","559","null","255","null","0","null","213","null",
"0500000US34017","Hudson County, New Jersey","284564","null","678","null","23317","1058","null","null","22951","null","1060","null","366","null","351","null","48645","null","1306","null","44321","null","2622","null","4324","null","2359","null","27584","null","1441","null","17303","null","2113","null","10281","null","1992","null","40068","null","1186","null","28258","null","2017","null","11810","2077","null","null","42561","null","215","null","27619","null","2282","null","14942","null","2280","null","37140","null","100","null","29321","null","1519","null","7819","null","1523","null","31733","null","110","null","26362","null","1331","null","5371","null","1334","null","19343","null","156","null","18052","770","null","null","1291","null","744","null","14173","null","454","null","13956","null","534","null","217","null","272","null",
"0500000US34019","Hunterdon County, New Jersey","7893","null","270","null","686","777","null","null","686","null","777","null","0","null","213","null","1944","null","775","null","1780","null","890","null","164","null","346","null","722","null","434","null","637","null","463","null","85","null","127","null","543","null","352","null","352","null","348","null","191","232","null","null","1487","null","563","null","915","null","550","null","572","null","410","null","1190","null","564","null","876","null","480","null","314","null","292","null","726","null","299","null","606","null","299","null","120","null","148","null","429","null","235","null","429","235","null","null","0","null","213","null","166","null","142","null","166","null","142","null","0","null","213","null",
"0500000US34021","Mercer County, New Jersey","67192","null","482","null","7866","672","null","null","7496","null","845","null","370","null","475","null","15557","null","858","null","12957","null","2019","null","2600","null","1819","null","6197","null","844","null","4677","null","914","null","1520","null","844","null","9275","null","476","null","5245","null","1323","null","4030","1297","null","null","10535","null","187","null","6704","null","1499","null","3831","null","1506","null","8877","null","75","null","7661","null","889","null","1216","null","881","null","5054","null","275","null","3960","null","617","null","1094","null","562","null","2237","null","868","null","2237","868","null","null","0","null","213","null","1594","null","874","null","1594","null","874","null","0","null","213","null",
"0500000US34023","Middlesex County, New Jersey","181355","null","366","null","18574","1136","null","null","18384","null","1233","null","190","null","335","null","39037","null","1244","null","37397","null","1323","null","1640","null","800","null","19661","null","1149","null","14806","null","1587","null","4855","null","1471","null","23558","null","964","null","18036","null","1659","null","5522","1480","null","null","27125","null","230","null","21641","null","1487","null","5484","null","1465","null","23566","null","173","null","18508","null","1548","null","5058","null","1530","null","16667","null","11","null","14089","null","1039","null","2578","null","1040","null","8063","null","180","null","7643","399","null","null","420","null","356","null","5104","null","111","null","4521","null","570","null","583","null","558","null",
"0500000US34025","Monmouth County, New Jersey","68666","null","240","null","7792","630","null","null","7519","null","682","null","273","null","327","null","16134","null","684","null","15252","null","841","null","882","null","555","null","7060","null","588","null","5754","null","657","null","1306","null","733","null","7817","null","521","null","5860","null","923","null","1957","711","null","null","10489","null","86","null","6874","null","1228","null","3615","null","1242","null","8587","null","245","null","7404","null","606","null","1183","null","569","null","6069","null","8","null","5439","null","362","null","630","null","362","null","3318","null","365","null","3318","365","null","null","0","null","213","null","1400","null","365","null","1400","null","365","null","0","null","213","null",
