"GEO_ID","NAME","B27001C_001E","B27001C_001EA","B27001C_001M","B27001C_001MA","B27001C_002E","B27001C_002EA","B27001C_002M","B27001C_002MA","B27001C_003E","B27001C_003EA","B27001C_003M","B27001C_003MA","B27001C_004E","B27001C_004EA","B27001C_004M","B27001C_004MA","B27001C_005E","B27001C_005M","B27001C_005MA","B27001C_005EA","B27001C_006E","B27001C_006EA","B27001C_006M","B27001C_006MA","B27001C_007E","B27001C_007EA","B27001C_007M","B27001C_007MA","B27001C_008E","B27001C_008EA","B27001C_008M","B27001C_008MA","B27001C_009E","B27001C_009EA","B27001C_009M","B27001C_009MA","B27001C_010E","B27001C_010EA","B27001C_010M","B27001C_010MA","B27001C_011E","B27001C_011EA","B27001C_011M","B27001C_011MA","B27001C_012E","B27001C_012EA","B27001C_012M","B27001C_012MA","B27001C_013E","B27001C_013EA","B27001C_013M","B27001C_013MA","B27001C_014E","B27001C_014EA","B27001C_014M","B27001C_014MA","B27001C_015E","B27001C_015EA","B27001C_015M","B27001C_015MA","B27001C_016E","B27001C_016EA","B27001C_016M","B27001C_016MA","B27001C_017E","B27001C_017EA","B27001C_017M","B27001C_017MA","B27001C_018E","B27001C_018EA","B27001C_018M","B27001C_018MA","B27001C_019E","B27001C_019EA","B27001C_019M","B27001C_019MA","B27001C_020E","B27001C_020EA","B27001C_020M","B27001C_020MA","B27001C_021E","B27001C_021EA","B27001C_021M","B27001C_021MA","B27001C_022E","B27001C_022EA","B27001C_022M","B27001C_022MA","B27001C_023E","B27001C_023EA","B27001C_023M","B27001C_023MA","B27001C_024E","B27001C_024EA","B27001C_024M","B27001C_024MA","B27001C_025E","B27001C_025EA","B27001C_025M","B27001C_025MA","B27001C_026E","B27001C_026EA","B27001C_026M","B27001C_026MA","B27001C_027E","B27001C_027M","B27001C_027MA","B27001C_027EA","B27001C_028E","B27001C_028EA","B27001C_028M","B27001C_028MA",
"0500000US01081","Lee County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01083","Limestone County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01089","Madison County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01095","Marshall County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01097","Mobile County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01101","Montgomery County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01103","Morgan County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01117","Shelby County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01121","Talladega County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01125","Tuscaloosa County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02020","Anchorage Municipality, Alaska","24975","null","2492","null","2900","null","672","null","2637","null","826","null","263","null","289","null","4991","1516","null","null","4385","null","1769","null","606","null","495","null","2601","null","880","null","1921","null","686","null","680","null","464","null","3246","null","650","null","1968","null","832","null","1278","null","515","null","4471","null","700","null","3509","null","1021","null","962","null","691","null","2121","null","642","null","1153","null","605","null","968","null","587","null","2910","null","557","null","2435","null","658","null","475","null","345","null","823","null","573","null","823","null","573","null","0","null","163","null","912","null","393","null","912","393","null","null","0","null","163","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","8092","null","1189","null","454","null","384","null","282","null","239","null","172","null","225","null","2292","599","null","null","1488","null","611","null","804","null","618","null","1450","null","361","null","984","null","429","null","466","null","339","null","799","null","430","null","382","null","226","null","417","null","419","null","885","null","485","null","693","null","456","null","192","null","205","null","872","null","327","null","448","null","252","null","424","null","309","null","914","null","285","null","809","null","294","null","105","null","110","null","216","null","177","null","169","null","149","null","47","null","74","null","210","null","169","null","210","169","null","null","0","null","163","null",
"0500000US04001","Apache County, Arizona","53419","null","1033","null","4571","null","478","null","2827","null","758","null","1744","null","749","null","12015","832","null","null","7109","null","1524","null","4906","null","1346","null","5007","null","534","null","2115","null","598","null","2892","null","588","null","7024","null","527","null","4167","null","733","null","2857","null","667","null","5848","null","321","null","2892","null","663","null","2956","null","714","null","5997","null","276","null","3619","null","555","null","2378","null","578","null","6213","null","346","null","3847","null","544","null","2366","null","527","null","3817","null","419","null","3542","null","459","null","275","null","185","null","2927","null","218","null","2907","34","null","null","20","null","34","null",
"0500000US04003","Cochise County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04005","Coconino County, Arizona","36918","null","1109","null","3316","null","655","null","2483","null","881","null","833","null","625","null","8278","704","null","null","6472","null","969","null","1806","null","729","null","4711","null","662","null","3620","null","753","null","1091","null","480","null","5311","null","500","null","2753","null","736","null","2558","null","937","null","4150","null","448","null","3073","null","509","null","1077","null","467","null","3729","null","300","null","2913","null","380","null","816","null","342","null","3680","null","240","null","2966","null","341","null","714","null","293","null","2222","null","27","null","2009","null","200","null","213","null","198","null","1521","null","85","null","1495","92","null","null","26","null","42","null",
"0500000US04013","Maricopa County, Arizona","91773","null","6254","null","7837","null","1806","null","6394","null","2151","null","1443","null","760","null","18836","2698","null","null","12975","null","2976","null","5861","null","1843","null","12153","null","1483","null","9367","null","1678","null","2786","null","1041","null","16492","null","2005","null","12525","null","1730","null","3967","null","1360","null","12231","null","1013","null","8028","null","1466","null","4203","null","1385","null","10566","null","1034","null","9180","null","1094","null","1386","null","622","null","7520","null","749","null","6470","null","1007","null","1050","null","594","null","4043","null","405","null","4043","null","405","null","0","null","218","null","2095","null","466","null","2095","466","null","null","0","null","218","null",
"0500000US04015","Mohave County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04017","Navajo County, Arizona","50189","null","1648","null","4658","null","324","null","3232","null","622","null","1426","null","497","null","12083","851","null","null","8692","null","1129","null","3391","null","1171","null","4625","null","529","null","2950","null","562","null","1675","null","632","null","6182","null","617","null","4786","null","737","null","1396","null","583","null","5723","null","602","null","4636","null","654","null","1087","null","506","null","5464","null","575","null","3950","null","598","null","1514","null","698","null","5581","null","409","null","3931","null","622","null","1650","null","559","null","3487","null","148","null","3360","null","170","null","127","null","104","null","2386","null","92","null","2386","92","null","null","0","null","218","null",
"0500000US04019","Pima County, Arizona","39229","null","4162","null","3086","null","782","null","2637","null","712","null","449","null","353","null","8887","1573","null","null","7559","null","1505","null","1328","null","724","null","5686","null","1291","null","4247","null","1279","null","1439","null","645","null","4945","null","865","null","3604","null","847","null","1341","null","691","null","4003","null","835","null","3062","null","721","null","941","null","569","null","4346","null","1225","null","3268","null","936","null","1078","null","656","null","4059","null","663","null","3157","null","721","null","902","null","507","null","2715","null","628","null","2715","null","628","null","0","null","218","null","1502","null","536","null","1502","536","null","null","0","null","218","null",
"0500000US04021","Pinal County, Arizona","23167","null","2036","null","2034","null","580","null","1533","null","552","null","501","null","505","null","4845","682","null","null","4831","null","680","null","14","null","24","null","3846","null","1261","null","3083","null","1317","null","763","null","1123","null","3654","null","1039","null","2819","null","992","null","835","null","532","null","3198","null","916","null","2764","null","1010","null","434","null","349","null","1840","null","605","null","1396","null","538","null","444","null","331","null","1893","null","408","null","1692","null","442","null","201","null","250","null","1118","null","460","null","1118","null","460","null","0","null","218","null","739","null","393","null","739","393","null","null","0","null","218","null",
"0500000US04025","Yavapai County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04027","Yuma County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05007","Benton County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
